w,open,open,open,open,open,open,close,close,close,close,close,close,high,high,high,high,high,high,low,low,low,low,low,low,volume,volume,volume,volume,volume,volume,code
,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,HINDUNILVR.NS,
19-10-2017,,1149.557743,,,,,,1145.965332,,,,,,1151.243073,,,,,,1140.244197,,,,,,86822,,,,,TCS.NS
19-10-2017,404.5372892,,,,,,401.9310913,,,,,,407.2318602,,,,,,398.8831455,,,,,,8014767,,,,,,RELIANCE.NS
19-10-2017,,,419.0362442,,,,,,416.0202942,,,,,,419.7564588,,,,,,414.2759979,,,,,,570008,,,,HDFCBANK.NS
19-10-2017,,,,,,1120.187143,,,,,,1113.722778,,,,,,1124.61476,,,,,,1110.180685,,,,,,67835,HINDUNILVR.NS
23-10-2017,,1146.009033,,,,,,1147.738647,,,,,,1165.966621,,,,,,1129.799015,,,,,,1886088,,,,,TCS.NS
23-10-2017,,,418.6085952,,,,,,419.3738403,,,,,,420.8142694,,,,,,413.2406697,,,,,,4162892,,,,HDFCBANK.NS
23-10-2017,,,,,248.1550876,,,,,,252.1893311,,,,,,254.0143774,,,,,,246.3780858,,,,,,22939775,,ICICIBANK.NS
23-10-2017,,,,,,1121.072804,,,,,,1106.860107,,,,,,1131.344855,,,,,,1096.809437,,,,,,791883,HINDUNILVR.NS
23-10-2017,403.2562652,,,,,,415.1167297,,,,,,417.3033245,,,,,,401.5776762,,,,,,27455320,,,,,,RELIANCE.NS
23-10-2017,,,,381.3855893,,,,,,385.2814636,,,,,,386.3066937,,,,,,380.6064045,,,,,,9154096,,,INFY.NS
24-10-2017,,,,387.9470507,,,,,,379.9502563,,,,,,388.2136206,,,,,,377.9407954,,,,,,14529328,,,INFY.NS
24-10-2017,,1161.975487,,,,,,1143.525757,,,,,,1162.374596,,,,,,1139.379077,,,,,,1339020,,,,,TCS.NS
24-10-2017,,,,,,1111.243356,,,,,,1124.659058,,,,,,1128.156832,,,,,,1110.446364,,,,,,1055569,HINDUNILVR.NS
24-10-2017,418.6284844,,,,,,412.6871948,,,,,,418.6284844,,,,,,410.0147394,,,,,,13857773,,,,,,RELIANCE.NS
24-10-2017,,,,,252.8617292,,,,,,256.0314941,,,,,,257.5683614,,,,,,244.9372875,,,,,,15126641,,ICICIBANK.NS
24-10-2017,,,419.306312,,,,,,420.2290955,,,,,,423.0424765,,,,,,417.0556071,,,,,,11328872,,,,HDFCBANK.NS
25-10-2017,,,,,,1134.355571,,,,,,1126.784302,,,,,,1136.480849,,,,,,1120.275726,,,,,,1332232,HINDUNILVR.NS
25-10-2017,,,,,281.6298668,,,,,,293.6365967,,,,,,298.535319,,,,,,273.1290963,,,,,,123615362,,ICICIBANK.NS
25-10-2017,,,418.6310655,,,,,,404.0239868,,,,,,419.3062769,,,,,,401.7507806,,,,,,21367208,,,,HDFCBANK.NS
25-10-2017,,1146.682891,,,,,,1138.411255,,,,,,1162.470071,,,,,,1136.232223,,,,,,1105106,,,,,TCS.NS
25-10-2017,,,,376.8745568,,,,,,383.5590515,,,,,,387.4139264,,,,,,375.3367117,,,,,,13984134,,,INFY.NS
25-10-2017,415.2713881,,,,,,415.1830444,,,,,,417.8334142,,,,,,410.5890249,,,,,,10011782,,,,,,RELIANCE.NS
26-10-2017,415.2271972,,,,,,418.4960022,,,,,,423.089992,,,,,,411.2516132,,,,,,16840049,,,,,,RELIANCE.NS
26-10-2017,,,,,287.9693549,,,,,,287.4410706,,,,,,302.2333537,,,,,,283.358783,,,,,,43256025,,ICICIBANK.NS
26-10-2017,,,,,,1137.897571,,,,,,1127.891113,,,,,,1137.897571,,,,,,1110.003584,,,,,,2321903,HINDUNILVR.NS
26-10-2017,,,,386.3067497,,,,,,388.5007324,,,,,,390.3256472,,,,,,385.5275648,,,,,,33659258,,,INFY.NS
26-10-2017,,1127.382877,,,,,,1129.050537,,,,,,1142.525145,,,,,,1119.733788,,,,,,3007552,,,,,TCS.NS
26-10-2017,,,397.9246194,,,,,,404.0802917,,,,,,407.3775799,,,,,,395.6401485,,,,,,28571464,,,,HDFCBANK.NS
27-10-2017,,,,,,1127.890988,,,,,,1115.892212,,,,,,1127.890988,,,,,,1103.362036,,,,,,875032,HINDUNILVR.NS
27-10-2017,,,,,280.3811633,,,,,,289.2661438,,,,,,293.3964767,,,,,,274.2337232,,,,,,36889009,,ICICIBANK.NS
27-10-2017,419.6444831,,,,,,410.7435913,,,,,,422.6040851,,,,,,408.9104008,,,,,,11498547,,,,,,RELIANCE.NS
27-10-2017,,,406.1171732,,,,,,403.1124878,,,,,,406.8148861,,,,,,400.4003776,,,,,,7472088,,,,HDFCBANK.NS
27-10-2017,,1128.672386,,,,,,1149.262451,,,,,,1153.198064,,,,,,1125.248145,,,,,,1409270,,,,,TCS.NS
27-10-2017,,,,391.6378822,,,,,,388.0905762,,,,,,392.7451357,,,,,,387.1268699,,,,,,8524956,,,INFY.NS
30-10-2017,,,,391.4943682,,,,,,387.1678772,,,,,,391.4943682,,,,,,385.9171015,,,,,,12968326,,,INFY.NS
30-10-2017,412.5767878,,,,,,416.3315125,,,,,,417.6787832,,,,,,411.0749156,,,,,,7823263,,,,,,RELIANCE.NS
30-10-2017,,,404.7329991,,,,,,408.5029297,,,,,,408.7280002,,,,,,403.4163422,,,,,,5422352,,,,HDFCBANK.NS
30-10-2017,,,,,,1115.759262,,,,,,1092.91272,,,,,,1124.127413,,,,,,1089.193565,,,,,,1063165,HINDUNILVR.NS
30-10-2017,,1150.018287,,,,,,1163.448486,,,,,,1165.138403,,,,,,1148.106015,,,,,,1137252,,,,,TCS.NS
30-10-2017,,,,,286.8167566,,,,,,288.6897888,,,,,,296.2780652,,,,,,283.5989473,,,,,,38047961,,ICICIBANK.NS
31-10-2017,,,,384.6314303,,,,,,383.3215942,,,,,,386.7105192,,,,,,382.5523415,,,,,,9954988,,,INFY.NS
31-10-2017,,1156.822478,,,,,,1166.917358,,,,,,1174.032708,,,,,,1156.822478,,,,,,1592634,,,,,TCS.NS
31-10-2017,,,407.7151895,,,,,,407.039978,,,,,,407.7151895,,,,,,404.958076,,,,,,4682460,,,,HDFCBANK.NS
31-10-2017,,,,,288.4016433,,,,,,288.2575684,,,,,,291.2832583,,,,,,286.5285817,,,,,,19050731,,ICICIBANK.NS
31-10-2017,417.4137658,,,,,,415.6026611,,,,,,417.7671405,,,,,,411.7816786,,,,,,9504986,,,,,,RELIANCE.NS
31-10-2017,,,,,,1098.934545,,,,,,1095.790894,,,,,,1106.815725,,,,,,1089.59223,,,,,,722440,HINDUNILVR.NS
01-11-2017,,,,,291.0430923,,,,,,301.0326843,,,,,,306.3636892,,,,,,290.4667635,,,,,,38829935,,ICICIBANK.NS
01-11-2017,,,408.5254215,,,,,,409.8983459,,,,,,410.7536248,,,,,,407.8277085,,,,,,4190612,,,,HDFCBANK.NS
01-11-2017,,1166.91777,,,,,,1157.512207,,,,,,1168.185235,,,,,,1146.839179,,,,,,741882,,,,,TCS.NS
01-11-2017,418.6505667,,,,,,420.770874,,,,,,423.0899547,,,,,,417.7671004,,,,,,17571371,,,,,,RELIANCE.NS
01-11-2017,,,,,,1104.035449,,,,,,1121.237305,,,,,,1125.693733,,,,,,1103.411592,,,,,,1243886,HINDUNILVR.NS
01-11-2017,,,,384.6314349,,,,,,385.4838562,,,,,,386.4610432,,,,,,383.9245396,,,,,,5633134,,,INFY.NS
02-11-2017,,1160.024458,,,,,,1167.873535,,,,,,1189.152923,,,,,,1159.246216,,,,,,1468422,,,,,TCS.NS
02-11-2017,,,,,301.0807445,,,,,,304.1544495,,,,,,307.7564681,,,,,,299.1116233,,,,,,27736221,,ICICIBANK.NS
02-11-2017,,,410.30346,,,,,,410.1008911,,,,,,411.8339502,,,,,,408.9417727,,,,,,4737944,,,,HDFCBANK.NS
02-11-2017,,,,,,1123.911198,,,,,,1106.531128,,,,,,1123.955806,,,,,,1103.456236,,,,,,762274,HINDUNILVR.NS
02-11-2017,420.8813516,,,,,,418.1426086,,,,,,422.5157688,,,,,,417.1045408,,,,,,10277678,,,,,,RELIANCE.NS
02-11-2017,,,,383.8205056,,,,,,383.7581482,,,,,,385.0471729,,,,,,382.5522668,,,,,,4686138,,,INFY.NS
03-11-2017,,,,,305.2590992,,,,,,303.434082,,,,,,306.0755627,,,,,,301.6570801,,,,,,14258432,,ICICIBANK.NS
03-11-2017,,,,,,1109.650483,,,,,,1104.748413,,,,,,1109.650483,,,,,,1098.063772,,,,,,656886,HINDUNILVR.NS
03-11-2017,,,410.9111771,,,,,,412.0365295,,,,,,414.1296961,,,,,,409.9883936,,,,,,3810488,,,,HDFCBANK.NS
03-11-2017,,1170.652699,,,,,,1165.182861,,,,,,1172.56497,,,,,,1157.489369,,,,,,666886,,,,,TCS.NS
03-11-2017,422.2727479,,,,,,417.5683289,,,,,,422.2727479,,,,,,415.2934201,,,,,,4798537,,,,,,RELIANCE.NS
03-11-2017,,,,381.3049141,,,,,,385.3175659,,,,,,386.6689737,,,,,,381.2841283,,,,,,3699086,,,INFY.NS
06-11-2017,416.3315164,,,,,,411.9141846,,,,,,416.3315164,,,,,,410.3681405,,,,,,9757496,,,,,,RELIANCE.NS
06-11-2017,,,,,302.3774727,,,,,,303.6261902,,,,,,307.6124186,,,,,,299.3517826,,,,,,16349376,,ICICIBANK.NS
06-11-2017,,,410.7535946,,,,,,411.5638428,,,,,,414.1296515,,,,,,410.21342,,,,,,6148244,,,,HDFCBANK.NS
06-11-2017,,,,,,1104.302969,,,,,,1105.729004,,,,,,1113.661468,,,,,,1100.693218,,,,,,532305,HINDUNILVR.NS
06-11-2017,,1165.138487,,,,,,1185.39502,,,,,,1188.174453,,,,,,1161.469635,,,,,,1377000,,,,,TCS.NS
06-11-2017,,,,383.8621386,,,,,,386.1699219,,,,,,388.7895684,,,,,,383.6542297,,,,,,5066534,,,INFY.NS
07-11-2017,,1187.37406,,,,,,1205.184692,,,,,,1230.95558,,,,,,1185.617479,,,,,,2696892,,,,,TCS.NS
07-11-2017,412.2896672,,,,,,400.5175171,,,,,,413.0185027,,,,,,398.9052153,,,,,,20447574,,,,,,RELIANCE.NS
07-11-2017,,,,,,1100.826471,,,,,,1100.024292,,,,,,1116.067428,,,,,,1093.027724,,,,,,949224,HINDUNILVR.NS
07-11-2017,,,413.6795172,,,,,,410.4609985,,,,,,415.2437459,,,,,,409.7970516,,,,,,7446376,,,,HDFCBANK.NS
07-11-2017,,,,,304.586706,,,,,,300.1202087,,,,,,305.4031695,,,,,,297.1425341,,,,,,12752869,,ICICIBANK.NS
07-11-2017,,,,385.1512037,,,,,,397.3138733,,,,,,399.1850532,,,,,,384.9848664,,,,,,13442820,,,INFY.NS
08-11-2017,,1210.943882,,,,,,1216.280396,,,,,,1226.953423,,,,,,1208.831512,,,,,,1402252,,,,,TCS.NS
08-11-2017,,,,,,1105.505809,,,,,,1101.004883,,,,,,1112.235057,,,,,,1095.033205,,,,,,872203,HINDUNILVR.NS
08-11-2017,,,,399.2890021,,,,,,395.9832458,,,,,,399.9543004,,,,,,393.9873257,,,,,,5369994,,,INFY.NS
08-11-2017,398.662291,,,,,,392.1688232,,,,,,400.2083351,,,,,,390.5344355,,,,,,17752793,,,,,,RELIANCE.NS
08-11-2017,,,,,299.6879571,,,,,,293.444458,,,,,,301.6090338,,,,,,291.9075908,,,,,,11942186,,ICICIBANK.NS
08-11-2017,,,410.7986349,,,,,,410.9674377,,,,,,412.6892324,,,,,,409.4032089,,,,,,3283144,,,,HDFCBANK.NS
09-11-2017,,,,,,1113.661258,,,,,,1116.69165,,,,,,1146.237787,,,,,,1106.263545,,,,,,1417669,HINDUNILVR.NS
09-11-2017,,1222.950801,,,,,,1216.90271,,,,,,1222.950801,,,,,,1209.298245,,,,,,1152432,,,,,TCS.NS
09-11-2017,,,,396.2742532,,,,,,396.8979797,,,,,,400.4324301,,,,,,394.2991192,,,,,,4723232,,,INFY.NS
09-11-2017,,,,,294.6931416,,,,,,299.015564,,,,,,302.377448,,,,,,294.6931416,,,,,,12716330,,ICICIBANK.NS
09-11-2017,395.2388088,,,,,,397.7787781,,,,,,401.9310491,,,,,,394.0461396,,,,,,15007224,,,,,,RELIANCE.NS
09-11-2017,,,411.2037761,,,,,,411.3950806,,,,,,413.00434,,,,,,409.8758548,,,,,,3113308,,,,HDFCBANK.NS
10-11-2017,,1210.588255,,,,,,1204.606934,,,,,,1212.278173,,,,,,1197.75845,,,,,,1356566,,,,,TCS.NS
10-11-2017,,,,,300.1681976,,,,,,305.931427,,,,,,311.4065067,,,,,,298.7754054,,,,,,21000915,,ICICIBANK.NS
10-11-2017,,,,,,1118.251369,,,,,,1150.337646,,,,,,1158.00268,,,,,,1109.026586,,,,,,1933002,HINDUNILVR.NS
10-11-2017,397.9775412,,,,,,390.4239502,,,,,,397.9775412,,,,,,388.3699007,,,,,,13923102,,,,,,RELIANCE.NS
10-11-2017,,,,398.6860679,,,,,,400.0374756,,,,,,400.9938514,,,,,,395.0268766,,,,,,6589428,,,INFY.NS
10-11-2017,,,410.0108675,,,,,,410.0783997,,,,,,412.9593127,,,,,,407.9064641,,,,,,7744360,,,,HDFCBANK.NS
13-11-2017,390.9319643,,,,,,386.6250916,,,,,,393.97991,,,,,,385.8520548,,,,,,9088619,,,,,,RELIANCE.NS
13-11-2017,,1201.627347,,,,,,1226.931274,,,,,,1235.136143,,,,,,1201.627347,,,,,,1496996,,,,,TCS.NS
13-11-2017,,,,,,1154.214705,,,,,,1140.39978,,,,,,1172.040415,,,,,,1131.264104,,,,,,1413270,HINDUNILVR.NS
13-11-2017,,,,400.0374874,,,,,,395.837738,,,,,,403.0937633,,,,,,394.7565966,,,,,,5021216,,,INFY.NS
13-11-2017,,,,,304.4906319,,,,,,301.8491516,,,,,,309.1012038,,,,,,300.6484788,,,,,,13679015,,ICICIBANK.NS
13-11-2017,,,410.0784092,,,,,,408.1765747,,,,,,410.3372458,,,,,,404.0015064,,,,,,3335872,,,,HDFCBANK.NS
14-11-2017,,,408.7054776,,,,,,405.6557617,,,,,,409.4031906,,,,,,405.1268516,,,,,,4712468,,,,HDFCBANK.NS
14-11-2017,,,,,300.9366299,,,,,,301.7050781,,,,,,304.586693,,,,,,297.574746,,,,,,12362405,,ICICIBANK.NS
14-11-2017,,,,,,1146.282196,,,,,,1144.321411,,,,,,1148.866945,,,,,,1140.176912,,,,,,1131348,HINDUNILVR.NS
14-11-2017,386.5146691,,,,,,391.6829224,,,,,,395.3492739,,,,,,385.6312027,,,,,,12481463,,,,,,RELIANCE.NS
14-11-2017,,,,395.8377142,,,,,,394.6526184,,,,,,397.0435705,,,,,,392.2200947,,,,,,5733710,,,INFY.NS
14-11-2017,,1225.863543,,,,,,1207.208008,,,,,,1225.863543,,,,,,1204.050528,,,,,,1657252,,,,,TCS.NS
15-11-2017,,,,393.0100962,,,,,,395.7752686,,,,,,396.4821637,,,,,,392.7398045,,,,,,7023516,,,INFY.NS
15-11-2017,,,404.6766969,,,,,,405.1831055,,,,,,405.9483505,,,,,,402.4259923,,,,,,6148368,,,,HDFCBANK.NS
15-11-2017,,,,,,1144.321267,,,,,,1127.475952,,,,,,1145.301659,,,,,,1121.727205,,,,,,1195740,HINDUNILVR.NS
15-11-2017,390.7111018,,,,,,390.3577271,,,,,,393.4056432,,,,,,387.8177576,,,,,,15272059,,,,,,RELIANCE.NS
15-11-2017,,,,,300.6004743,,,,,,303.0498352,,,,,,306.9880481,,,,,,300.3122952,,,,,,14408468,,ICICIBANK.NS
15-11-2017,,1203.383785,,,,,,1203.07251,,,,,,1225.174548,,,,,,1201.315929,,,,,,6670834,,,,,TCS.NS
16-11-2017,,,406.027144,,,,,,406.8598938,,,,,,408.7279898,,,,,,404.0465128,,,,,,4012972,,,,HDFCBANK.NS
16-11-2017,,,,395.7753182,,,,,,410.9942627,,,,,,414.1128957,,,,,,394.4031248,,,,,,15687502,,,INFY.NS
16-11-2017,,1205.162503,,,,,,1221.46106,,,,,,1228.732102,,,,,,1194.911929,,,,,,1653482,,,,,TCS.NS
16-11-2017,391.1528065,,,,,,399.2585754,,,,,,400.2082995,,,,,,391.1528065,,,,,,15160866,,,,,,RELIANCE.NS
16-11-2017,,,,,,1131.932596,,,,,,1137.725952,,,,,,1147.08445,,,,,,1110.675459,,,,,,911479,HINDUNILVR.NS
16-11-2017,,,,,303.6742139,,,,,,306.363739,,,,,,307.3722926,,,,,,303.530139,,,,,,8983382,,ICICIBANK.NS
17-11-2017,405.9287174,,,,,,402.8145142,,,,,,408.5570009,,,,,,401.3126126,,,,,,12219276,,,,,,RELIANCE.NS
17-11-2017,,,,409.7883939,,,,,,403.7382507,,,,,,409.7883939,,,,,,401.3265129,,,,,,8057670,,,INFY.NS
17-11-2017,,,,,,1142.62796,,,,,,1139.196533,,,,,,1156.353778,,,,,,1133.09125,,,,,,1134503,HINDUNILVR.NS
17-11-2017,,,411.5863609,,,,,,410.8774109,,,,,,413.7470594,,,,,,408.0865315,,,,,,6358772,,,,HDFCBANK.NS
17-11-2017,,,,,311.214459,,,,,,312.2710571,,,,,,319.2349609,,,,,,311.0223396,,,,,,20440466,,ICICIBANK.NS
17-11-2017,,1222.106081,,,,,,1203.961914,,,,,,1222.106081,,,,,,1202.316511,,,,,,1325464,,,,,TCS.NS
20-11-2017,,,,,310.590094,,,,,,305.9794922,,,,,,311.1183784,,,,,,304.6827888,,,,,,13606336,,ICICIBANK.NS
20-11-2017,,1207.385804,,,,,,1202.24939,,,,,,1212.677801,,,,,,1198.625052,,,,,,1014498,,,,,TCS.NS
20-11-2017,400.2966534,,,,,,406.7680054,,,,,,408.3140789,,,,,,399.7665913,,,,,,9231195,,,,,,RELIANCE.NS
20-11-2017,,,,,,1140.84543,,,,,,1135.943359,,,,,,1141.87043,,,,,,1128.501147,,,,,,707096,HINDUNILVR.NS
20-11-2017,,,,402.927361,,,,,,399.4136963,,,,,,403.7589964,,,,,,398.0415029,,,,,,5661190,,,INFY.NS
20-11-2017,,,411.6539478,,,,,,413.7133484,,,,,,414.0621912,,,,,,411.6539478,,,,,,2392424,,,,HDFCBANK.NS
21-11-2017,,,,399.7255717,,,,,,401.7838745,,,,,,403.9669176,,,,,,399.2057996,,,,,,5364656,,,INFY.NS
21-11-2017,,1201.160033,,,,,,1188.685913,,,,,,1201.160033,,,,,,1185.595205,,,,,,1527740,,,,,TCS.NS
21-11-2017,409.3963089,,,,,,411.9362488,,,,,,415.072538,,,,,,408.8220455,,,,,,13082246,,,,,,RELIANCE.NS
21-11-2017,,,,,,1136.389021,,,,,,1138.483521,,,,,,1145.301876,,,,,,1133.715165,,,,,,828746,HINDUNILVR.NS
21-11-2017,,,413.5557457,,,,,,415.536377,,,,,,416.3803913,,,,,,413.2519061,,,,,,2275532,,,,HDFCBANK.NS
21-11-2017,,,,,306.1716014,,,,,,307.2762146,,,,,,309.4854704,,,,,,305.0189436,,,,,,13102056,,ICICIBANK.NS
22-11-2017,,,,401.9294277,,,,,,401.8046875,,,,,,403.7798218,,,,,,400.5572342,,,,,,6084920,,,INFY.NS
22-11-2017,,,,,,1136.389011,,,,,,1132.333618,,,,,,1138.171582,,,,,,1126.272942,,,,,,646368,HINDUNILVR.NS
22-11-2017,414.1007161,,,,,,411.1411438,,,,,,414.6308077,,,,,,407.9164815,,,,,,11058315,,,,,,RELIANCE.NS
22-11-2017,,,416.3128596,,,,,,417.5620117,,,,,,418.6310965,,,,,,415.1537686,,,,,,5660796,,,,HDFCBANK.NS
22-11-2017,,,,,306.7959736,,,,,,306.3157043,,,,,,309.3894391,,,,,,305.4992408,,,,,,9342622,,ICICIBANK.NS
22-11-2017,,1188.708246,,,,,,1192.110229,,,,,,1205.029059,,,,,,1188.441377,,,,,,1822624,,,,,TCS.NS
23-11-2017,,1192.266142,,,,,,1192.377319,,,,,,1197.602656,,,,,,1186.929628,,,,,,793470,,,,,TCS.NS
23-11-2017,,,418.405981,,,,,,414.7710876,,,,,,418.6310515,,,,,,413.6795014,,,,,,3232580,,,,HDFCBANK.NS
23-11-2017,,,,,,1136.388987,,,,,,1129.704346,,,,,,1137.280272,,,,,,1124.802276,,,,,,891839,HINDUNILVR.NS
23-11-2017,,,,,307.1321439,,,,,,306.8439941,,,,,,307.8525477,,,,,,302.7617061,,,,,,9998609,,ICICIBANK.NS
23-11-2017,,,,403.9669212,,,,,,412.1793213,,,,,,413.5099431,,,,,,402.9273769,,,,,,11894618,,,INFY.NS
23-11-2017,411.251574,,,,,,418.3192749,,,,,,419.6002878,,,,,,409.3300399,,,,,,16031638,,,,,,RELIANCE.NS
24-11-2017,,1192.710244,,,,,,1195.400757,,,,,,1202.004624,,,,,,1188.752375,,,,,,2287512,,,,,TCS.NS
24-11-2017,419.6444808,,,,,,420.1303711,,,,,,423.8409239,,,,,,418.4959834,,,,,,13987125,,,,,,RELIANCE.NS
24-11-2017,,,,412.0338023,,,,,,419.7887878,,,,,,423.8430107,,,,,,411.7427248,,,,,,18619912,,,INFY.NS
24-11-2017,,,,,307.2762365,,,,,,304.6828003,,,,,,308.3808498,,,,,,303.4821273,,,,,,7867381,,ICICIBANK.NS
24-11-2017,,,,,,1131.397754,,,,,,1128.322754,,,,,,1131.932503,,,,,,1116.780651,,,,,,971523,HINDUNILVR.NS
24-11-2017,,,414.8048373,,,,,,416.6954346,,,,,,418.1358909,,,,,,414.3546964,,,,,,5203684,,,,HDFCBANK.NS
27-11-2017,,,,418.6037605,,,,,,415.2980042,,,,,,418.6037605,,,,,,413.0317922,,,,,,6017730,,,INFY.NS
27-11-2017,,,,,,1123.911088,,,,,,1123.287231,,,,,,1129.169694,,,,,,1114.597197,,,,,,763155,HINDUNILVR.NS
27-11-2017,,,,,302.6176001,,,,,,304.4906616,,,,,,306.0275289,,,,,,301.1287773,,,,,,9334428,,ICICIBANK.NS
27-11-2017,,,416.1553178,,,,,,418.0796814,,,,,,419.081234,,,,,,415.3900727,,,,,,3870472,,,,HDFCBANK.NS
27-11-2017,418.4297391,,,,,,420.2408142,,,,,,422.9574711,,,,,,416.9940952,,,,,,10237135,,,,,,RELIANCE.NS
27-11-2017,,1195.378811,,,,,,1194.422729,,,,,,1198.891972,,,,,,1183.905288,,,,,,1856786,,,,,TCS.NS
28-11-2017,,,417.7308016,,,,,,419.8352051,,,,,,421.1068588,,,,,,417.6970356,,,,,,5090540,,,,HDFCBANK.NS
28-11-2017,,,,,300.7445165,,,,,,300.8405762,,,,,,302.9057274,,,,,,299.4477841,,,,,,13929413,,ICICIBANK.NS
28-11-2017,419.5781978,,,,,,416.7069397,,,,,,420.2407754,,,,,,414.3878591,,,,,,10153618,,,,,,RELIANCE.NS
28-11-2017,,,,,,1125.693644,,,,,,1130.016357,,,,,,1134.561892,,,,,,1125.158895,,,,,,975006,HINDUNILVR.NS
28-11-2017,,1194.489253,,,,,,1194.177979,,,,,,1201.782443,,,,,,1187.373904,,,,,,911716,,,,,TCS.NS
28-11-2017,,,,413.4891252,,,,,,409.4556885,,,,,,415.7761225,,,,,,408.0418982,,,,,,4616868,,,INFY.NS
29-11-2017,,1190.709418,,,,,,1182.104248,,,,,,1197.602414,,,,,,1178.47991,,,,,,1447532,,,,,TCS.NS
29-11-2017,416.0443426,,,,,,417.877533,,,,,,419.6444656,,,,,,415.6688819,,,,,,8038351,,,,,,RELIANCE.NS
29-11-2017,,,,,,1130.016349,,,,,,1137.414063,,,,,,1141.825882,,,,,,1126.139279,,,,,,819468,HINDUNILVR.NS
29-11-2017,,,,,300.2642953,,,,,,302.4255066,,,,,,303.8182696,,,,,,299.9761162,,,,,,12384876,,ICICIBANK.NS
29-11-2017,,,,410.6823873,,,,,,408.6240845,,,,,,412.4703984,,,,,,407.6261118,,,,,,3838070,,,INFY.NS
29-11-2017,,,419.7564159,,,,,,421.6245117,,,,,,422.1196558,,,,,,417.6857786,,,,,,3274584,,,,HDFCBANK.NS
30-11-2017,,,,,,1134.606461,,,,,,1134.116211,,,,,,1137.414033,,,,,,1121.237179,,,,,,2308732,HINDUNILVR.NS
30-11-2017,,,,411.430851,,,,,,405.8796692,,,,,,411.430851,,,,,,402.6570818,,,,,,17266944,,,INFY.NS
30-11-2017,415.8676727,,,,,,407.07724,,,,,,415.8676727,,,,,,406.1716877,,,,,,20637767,,,,,,RELIANCE.NS
30-11-2017,,,,,302.5215819,,,,,,295.4135742,,,,,,303.338016,,,,,,294.164886,,,,,,23832543,,ICICIBANK.NS
30-11-2017,,1180.103222,,,,,,1172.698853,,,,,,1186.017879,,,,,,1166.47292,,,,,,4299962,,,,,TCS.NS
30-11-2017,,,420.5891919,,,,,,417.2131348,,,,,,421.770812,,,,,,414.1296802,,,,,,5796312,,,,HDFCBANK.NS
01-12-2017,,,,,,1134.116287,,,,,,1114.552612,,,,,,1139.73143,,,,,,1109.873363,,,,,,470360,HINDUNILVR.NS
01-12-2017,,,,407.2518645,,,,,,398.6860046,,,,,,408.8319666,,,,,,397.9583237,,,,,,4085000,,,INFY.NS
01-12-2017,408.3582455,,,,,,402.0194092,,,,,,411.3620193,,,,,,400.9592555,,,,,,11114967,,,,,,RELIANCE.NS
01-12-2017,,,417.4832083,,,,,,415.9752197,,,,,,418.6310622,,,,,,415.0524363,,,,,,3858148,,,,HDFCBANK.NS
01-12-2017,,,,,297.4787223,,,,,,293.2043152,,,,,,297.7188569,,,,,,292.3878518,,,,,,6602231,,ICICIBANK.NS
01-12-2017,,1171.809281,,,,,,1169.563477,,,,,,1186.484691,,,,,,1165.805704,,,,,,1031144,,,,,TCS.NS
04-12-2017,,1166.027952,,,,,,1170.630737,,,,,,1182.259844,,,,,,1157.556217,,,,,,1259104,,,,,TCS.NS
04-12-2017,,,,407.501368,,,,,,409.7259827,,,,,,414.4871007,,,,,,402.74025,,,,,,17811606,,,INFY.NS
04-12-2017,403.5213065,,,,,,398.2647095,,,,,,403.653822,,,,,,396.3873471,,,,,,10103208,,,,,,RELIANCE.NS
04-12-2017,,,,,295.1253893,,,,,,292.2437744,,,,,,295.3655239,,,,,,290.370713,,,,,,8763567,,ICICIBANK.NS
04-12-2017,,,417.4832039,,,,,,412.8017273,,,,,,417.4832039,,,,,,411.9014455,,,,,,3641932,,,,HDFCBANK.NS
04-12-2017,,,,,,1120.033996,,,,,,1130.684814,,,,,,1135.497778,,,,,,1106.263569,,,,,,833814,HINDUNILVR.NS
05-12-2017,,,410.9786748,,,,,,409.7295227,,,,,,411.5526155,,,,,,406.7023359,,,,,,3893360,,,,HDFCBANK.NS
05-12-2017,,1170.030384,,,,,,1172.053833,,,,,,1179.235846,,,,,,1168.762918,,,,,,1167914,,,,,TCS.NS
05-12-2017,398.0217036,,,,,,403.6095886,,,,,,406.7237917,,,,,,395.5480217,,,,,,18306627,,,,,,RELIANCE.NS
05-12-2017,,,,,292.7720612,,,,,,293.2043152,,,,,,295.461586,,,,,,291.7154926,,,,,,8219441,,ICICIBANK.NS
05-12-2017,,,,409.726029,,,,,,409.3102112,,,,,,417.0652227,,,,,,407.0855963,,,,,,9976738,,,INFY.NS
05-12-2017,,,,,,1135.497599,,,,,,1123.910889,,,,,,1135.497599,,,,,,1118.563176,,,,,,862459,HINDUNILVR.NS
